Signature,Time,Action,From,Amount,Value,Platform,Source
4yJbKmkGJoYgskDVax8Y6bJmySeVpts89BuHZEYPBjymgBKg2eDBMSWtqexL87r3mUQWCULZM6n8RNqC4FChbZSn,2025-03-01 07:04:10,ACTIVITY_AGG_TOKEN_SWAP,G9x4RstvQDudS2Zzv4SBjAam7bCS6Z2f4nC6ATNUtjaY,0.04957,6.984536853229999,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4FMwTF6shvocgyugcYmRExszcrVAAfmxtwZTU7AqqC5Gex43DuGvVvf7nJDYq148n1zQoarXC6mo4AyA6rq4PRwJ,2025-03-01 07:04:09,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.04957,7.001271622009999,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3AAwbxqzbHXwMevRLN7SZKHgGbF37jeuyt8SUm9UHG2SKPLxWLcFrrGz638TsPtWeR3Qm4p4QYizq5F2U6ARYRXk,2025-03-01 07:04:06,ACTIVITY_AGG_TOKEN_SWAP,HhP9n8zrhsrzE6ZHryV8GMeN8frm2QB7Gz9K3UMVm7se,0.025828168,3.6443910295,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3SWdCN9RrrUmngA6D5c8raWipWjM5yR9NSeTGWAdc2SFortPYC8aYnqcjmGmSv8ECLxfmAUJG1rMzKmWimtkHbS2,2025-03-01 07:04:05,ACTIVITY_AGG_TOKEN_SWAP,Fr9LUTtMtfMpkcbYFW2r5EqYaES9PzRk9bphB3VtKnpn,0.012512807,1.7676420666000001,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C"
3vqjfJR34QYBRVJUgMmc6wb7zAHPnLKtkEWUH9aiAaNU59poQfnn45cNTR3zpGbwuGANvbeDJYgZqNVYGjm1BYGq,2025-03-01 07:04:04,ACTIVITY_TOKEN_SWAP,CEEXTqHaqbVriXoW4uvdaPShkMaHg9AWnFXLS1nS887C,14840.94895022,64.7398422066373,Crf6uiMVHpuqkQzE2FkWWces3xiYaTbTsFYPDSeNWksM,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3vqjfJR34QYBRVJUgMmc6wb7zAHPnLKtkEWUH9aiAaNU59poQfnn45cNTR3zpGbwuGANvbeDJYgZqNVYGjm1BYGq,2025-03-01 07:04:04,ACTIVITY_TOKEN_SWAP,CEEXTqHaqbVriXoW4uvdaPShkMaHg9AWnFXLS1nS887C,0.397463456,55.799894587839994,Crf6uiMVHpuqkQzE2FkWWces3xiYaTbTsFYPDSeNWksM,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4wFVCV5mJd3nLqudW3XbumBfRMBcP1Zn16kfjKAAmPzAEBykipECKpFge1ALTR7Wxqi1v93ib8KqymmJV4vHFZx5,2025-03-01 07:04:04,ACTIVITY_TOKEN_SWAP,7dGrdJRYtsNR8UYxZ3TnifXGjGc9eRYLq9sELwYpuuUu,13301.86449167,58.239214892427036,King7ki4SKMBPb3iupnQwTyjsq294jaXsgLmJo8cb7T,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4wFVCV5mJd3nLqudW3XbumBfRMBcP1Zn16kfjKAAmPzAEBykipECKpFge1ALTR7Wxqi1v93ib8KqymmJV4vHFZx5,2025-03-01 07:04:04,ACTIVITY_TOKEN_SWAP,7dGrdJRYtsNR8UYxZ3TnifXGjGc9eRYLq9sELwYpuuUu,0.346763962,48.682192625179994,King7ki4SKMBPb3iupnQwTyjsq294jaXsgLmJo8cb7T,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4c14NDdWMv9SCy2RwCtDkmsHJVKeNFwLTxRxmjLvFri4DWDJAmd1Sna6ZDaW7SyKHVsG2QKWujnfj9Z6nLNTwgKE,2025-03-01 07:04:04,ACTIVITY_TOKEN_SWAP,7QyXr6dz3J7s3S8miB8C82SwaFverDMjyoXNezfvt1qG,99150.0,566.5911361022386,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4c14NDdWMv9SCy2RwCtDkmsHJVKeNFwLTxRxmjLvFri4DWDJAmd1Sna6ZDaW7SyKHVsG2QKWujnfj9Z6nLNTwgKE,2025-03-01 07:04:04,ACTIVITY_TOKEN_SWAP,7QyXr6dz3J7s3S8miB8C82SwaFverDMjyoXNezfvt1qG,396600.0,2268.516805025223,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3NdJGHgbWFTF7X9xgMZKpEwQUioper6NHtyiTUzCD5JPhJuk3BKmSSAgxKcTQeV1cqeP6VtFWYMftGqSJiB9i9n,2025-03-01 06:55:29,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,885.25628575,3.1990980117000003,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3NdJGHgbWFTF7X9xgMZKpEwQUioper6NHtyiTUzCD5JPhJuk3BKmSSAgxKcTQeV1cqeP6VtFWYMftGqSJiB9i9n,2025-03-01 06:55:29,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,515.66930889,3.0817252440232066,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2LC5hnn9qB1zyoAyYbjgAz86EG4WNDMqFaLZd4UvKTKkaq6Np97T7ikFXnxUitZMkdsYTcALZcts5nmZwUdKGyLV,2025-03-01 06:55:28,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,2180.32577551,7.902064568100001,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2LC5hnn9qB1zyoAyYbjgAz86EG4WNDMqFaLZd4UvKTKkaq6Np97T7ikFXnxUitZMkdsYTcALZcts5nmZwUdKGyLV,2025-03-01 06:55:28,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,1268.70540455,7.590078817560817,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2HyLZLMVa9V18ibv9QhqWdz8LsYEQ2gMbeM96SNMvFP5u8zx4xR1m7DbLqnZqaSWsuST2HhzDzUCeTxyWn4uic4c,2025-03-01 06:55:28,ACTIVITY_TOKEN_SWAP,C6GA4fZDTrxzqRh16F1XbGvYqodmgWT1JHCKHvKVnv8j,1951.43466872,7.100265501100001,ams9tG5sJHh6ZDEuWrFZQUnoM6PGau5sMiMnomKBwui,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2HyLZLMVa9V18ibv9QhqWdz8LsYEQ2gMbeM96SNMvFP5u8zx4xR1m7DbLqnZqaSWsuST2HhzDzUCeTxyWn4uic4c,2025-03-01 06:55:28,ACTIVITY_TOKEN_SWAP,C6GA4fZDTrxzqRh16F1XbGvYqodmgWT1JHCKHvKVnv8j,1136.33828332,6.7932705787697785,ams9tG5sJHh6ZDEuWrFZQUnoM6PGau5sMiMnomKBwui,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2UV48QbEZ1ihVNsSnPeXHrgHX4sdZDfXC6XN3q5A2RbpZZGg82QeMo2ZaF6s6NVX2dcvSaXcsohGr7WqEnshFyx5,2025-03-01 06:55:28,ACTIVITY_TOKEN_SWAP,CEEXTqHaqbVriXoW4uvdaPShkMaHg9AWnFXLS1nS887C,6611.57833285,24.2530631817,Crf6uiMVHpuqkQzE2FkWWces3xiYaTbTsFYPDSeNWksM,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2UV48QbEZ1ihVNsSnPeXHrgHX4sdZDfXC6XN3q5A2RbpZZGg82QeMo2ZaF6s6NVX2dcvSaXcsohGr7WqEnshFyx5,2025-03-01 06:55:28,ACTIVITY_TOKEN_SWAP,CEEXTqHaqbVriXoW4uvdaPShkMaHg9AWnFXLS1nS887C,3846.00876236,23.016010368024332,Crf6uiMVHpuqkQzE2FkWWces3xiYaTbTsFYPDSeNWksM,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4N5EBztgqJQmN3NkkhfEN3bbJVPECNWjtDhSNqZk8odJYUEqVxAPPRzVCuiCQzZc7EqJL27kscsP3Wbie4ASnAKu,2025-03-01 06:55:28,ACTIVITY_TOKEN_SWAP,7LqZQSTBha6jMWDEjk3qamwg5fJt3fRHTQP111NPtwWS,0.77337,108.50381100000001,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3o9oFDSqwP3nyxPqY6TCkw86kV1ijw6ShYHq6Hsx5fbcmy9ohSxEWDa7LXQxkY6SSdq4fuoZNDfjwneZPuuaJxA5,2025-03-01 06:32:15,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.0050495,0.7074757476500001,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc"
T347Jj7pRTHXC67qmEQ53uNuNz8qLkVBn83b19bkXua9r9zKPqpbGcW7zjpCZoivq2MQPFwSgjVex192p79e3GG,2025-03-01 05:48:06,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.0499,7.012812456020001,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK"
5Fd9CZpt6pXNetySkFQuUGMewVWK7MJUheEZaMgoq7NthgWdzjRnXibCnk7tTWERhTL2HFi38eQLbgZc9k7iVCTj,2025-03-01 05:48:05,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.004953,0.70183070739,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK"
RscKVxABC7swWsBeUnVZdq7aa1RrLPTENmCoR2ri6o2ZDyseB83a7BhHBpzjL9ZkZ6ZyWgy3q9dPRWoguLA12Xd,2025-03-01 05:48:01,ACTIVITY_TOKEN_SWAP,5s749uxx2gcdUL9WaDRhLt3Du2KUREhPT1H8QAXrBZzm,166.4038991,0.57892283784,CiScaGyP3sRfDMze1wwcEZ9T1EYAss68XePn5bbfYiKL,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
RscKVxABC7swWsBeUnVZdq7aa1RrLPTENmCoR2ri6o2ZDyseB83a7BhHBpzjL9ZkZ6ZyWgy3q9dPRWoguLA12Xd,2025-03-01 05:48:01,ACTIVITY_TOKEN_SWAP,5s749uxx2gcdUL9WaDRhLt3Du2KUREhPT1H8QAXrBZzm,96.71467013,0.556964487252894,CiScaGyP3sRfDMze1wwcEZ9T1EYAss68XePn5bbfYiKL,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2VxGqWYVpHUNPTyYKRnFbjUHYKa9EpxrCQUCjUDS9ubN1h9GNdq1JuZsbewGaHwhtivsmZKDSkDYNeRn14BVdtZw,2025-03-01 05:48:01,ACTIVITY_TOKEN_SWAP,C6GA4fZDTrxzqRh16F1XbGvYqodmgWT1JHCKHvKVnv8j,2019.19711925,7.03915948036,ams9tG5sJHh6ZDEuWrFZQUnoM6PGau5sMiMnomKBwui,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2VxGqWYVpHUNPTyYKRnFbjUHYKa9EpxrCQUCjUDS9ubN1h9GNdq1JuZsbewGaHwhtivsmZKDSkDYNeRn14BVdtZw,2025-03-01 05:48:01,ACTIVITY_TOKEN_SWAP,C6GA4fZDTrxzqRh16F1XbGvYqodmgWT1JHCKHvKVnv8j,1173.25706325,6.758381830402657,ams9tG5sJHh6ZDEuWrFZQUnoM6PGau5sMiMnomKBwui,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
JeLtVGPQoftGFFxLEA3uxoYu61KQA1BkKeG27Ho9VjKJFEPtovmh3Q56WPDG6tjnGpNjHyEV7Zz1GQ29QasX6zx,2025-03-01 05:48:00,ACTIVITY_TOKEN_SWAP,CEEXTqHaqbVriXoW4uvdaPShkMaHg9AWnFXLS1nS887C,6207.26280645,21.806335853510003,Crf6uiMVHpuqkQzE2FkWWces3xiYaTbTsFYPDSeNWksM,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
JeLtVGPQoftGFFxLEA3uxoYu61KQA1BkKeG27Ho9VjKJFEPtovmh3Q56WPDG6tjnGpNjHyEV7Zz1GQ29QasX6zx,2025-03-01 05:48:00,ACTIVITY_TOKEN_SWAP,CEEXTqHaqbVriXoW4uvdaPShkMaHg9AWnFXLS1nS887C,3603.16520223,20.776105397390804,Crf6uiMVHpuqkQzE2FkWWces3xiYaTbTsFYPDSeNWksM,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2NyGdizjntatWPK75gFWMFQwwDt8XKyJxbfYXVwEAuki6VKNziFgcGHFnKxWDydHkz9USQYaE57tMiV6EHXTbAey,2025-03-01 05:48:00,ACTIVITY_TOKEN_SWAP,7LqZQSTBha6jMWDEjk3qamwg5fJt3fRHTQP111NPtwWS,0.71388,99.4649004,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
5Fp8FS6GujPbzZ9agFS7hW3p8TGtYfJmyvXdU1uJdTbFhK8ZtFzVdzqLzGxLNRXYmb3ACyYRYmWB8NxpGdvP6BbZ,2025-03-01 05:45:30,ACTIVITY_TOKEN_SWAP,7LqZQSTBha6jMWDEjk3qamwg5fJt3fRHTQP111NPtwWS,0.029745,4.15864845,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4L1SjQUgXoLeyZUN2yU1neeJ9T5NWNb3h8xkLbZ6G6fSs9TSBdWePYHaaafg2V57pZV3NLZaz2MYKqvPN7zwZtg2,2025-03-01 03:12:15,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.04972,6.97846896,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, swapFpHZwjELNnjvThjajtiVmkz3yPQEHjLtka2fwHW"
wCEEEdmhoJhGfK6NC5c8EQXEBaaVDshv2JaJczh6KMj6VV76fhZFaexVPHfUKdqFUi3KihryvW29WuY1RvZZfej,2025-03-01 02:09:49,ACTIVITY_AGG_TOKEN_SWAP,8psNvWTrdNTiVRNzAgsou9kETXNJm2SXZyaKuJraVRtf,4165.01685101,14.232624,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, 2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c"
4KeqPJv7456Bwdrvw89aR3pyg3WL9fd2ubpozgVMneL6rnAbqz3fGMgNguwGjAG1vnYCG7i5CNzBwe5ajm295Y9S,2025-02-28 23:45:40,ACTIVITY_AGG_TOKEN_SWAP,EQyYgCnwwZxuh3SfnrFBEiFqDUUSfpqiDorf66eqdEcz,0.049905,7.150715078479999,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK"
2RKyjFJNkRkpcxjNGAKfYcSPUdRUdjJW18BZPR3tv1PRF5QGSqTwthaEj8Zq3ZazP9WUb5VjYhSK3hXrtB6kTwaL,2025-02-28 23:45:36,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.05009,7.1380925362999985,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2zxmSbhv78esQnSWDR8d3vYEi2ijKZRnKHrFVtamxAxjegSM9yRP6zvXc1azGt3syNqk8tWPJTEQrhVEr66g1JFo,2025-02-28 23:45:36,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.04999,7.141768538919999,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3tFYk7yeWQTQ5TxMGoHGmG2qk9RTaVMAdT9vSzodAneVdYf54Qq8s4Za2WZxarV4ekkFs1eHSum3aAxQW1e34XaV,2025-02-28 23:45:36,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.050275,7.200614346619999,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3EdDpHWQEHMmnoc9muWASf3tsVu1EKnuk7jcPgeR57ogRiaSxxR7dFWrx2QxQR776wW9xPALe4x1HEDqAkrYJYAh,2025-02-28 23:45:34,ACTIVITY_TOKEN_SWAP,AmZaQwdMRKNC5JzRUujZfrVFyjmoUuvrRmc6iKnQHEv6,3367.10502752,11.625748302919998,3QAG5JsGJfAHdWfjJTcM9Kn7r21h2hCCed6ossQYFPNt,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3EdDpHWQEHMmnoc9muWASf3tsVu1EKnuk7jcPgeR57ogRiaSxxR7dFWrx2QxQR776wW9xPALe4x1HEDqAkrYJYAh,2025-02-28 23:45:34,ACTIVITY_TOKEN_SWAP,AmZaQwdMRKNC5JzRUujZfrVFyjmoUuvrRmc6iKnQHEv6,1949.34310796,11.718468700954391,3QAG5JsGJfAHdWfjJTcM9Kn7r21h2hCCed6ossQYFPNt,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
5FhwMFdRc377gEXvjKNjRfjg2vEWArGc66vHk26nSotaHyctTEe755tyHphLLQ5UuhAzwqjkHSBac4NQrjkPLiA6,2025-02-28 23:45:33,ACTIVITY_TOKEN_SWAP,7QyXr6dz3J7s3S8miB8C82SwaFverDMjyoXNezfvt1qG,15864.0,59.82167836192782,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
5FhwMFdRc377gEXvjKNjRfjg2vEWArGc66vHk26nSotaHyctTEe755tyHphLLQ5UuhAzwqjkHSBac4NQrjkPLiA6,2025-02-28 23:45:33,ACTIVITY_TOKEN_SWAP,7QyXr6dz3J7s3S8miB8C82SwaFverDMjyoXNezfvt1qG,83286.0,312.23068958527716,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3bNzj8Jyy84S9oF9TrVfkfY8qVQ69yv7LnmEnc9Z8j2RkNcnERmFHKdo5icc8zhvXL1rNtNZBQYFAoh18HfjGQog,2025-02-28 23:43:37,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,2840.73699342,9.8838383766,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3bNzj8Jyy84S9oF9TrVfkfY8qVQ69yv7LnmEnc9Z8j2RkNcnERmFHKdo5icc8zhvXL1rNtNZBQYFAoh18HfjGQog,2025-02-28 23:43:37,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,1676.79794447,9.88656049423983,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
fg2yhsdVrkbEFatvsxihxP8GYhFQchsNLv96m3Bzsdq89qej49uUwPa24p8eGiLpN4aX2EEqHaKcGK2Qs28PJr3,2025-02-28 23:43:36,ACTIVITY_TOKEN_SWAP,7QyXr6dz3J7s3S8miB8C82SwaFverDMjyoXNezfvt1qG,15864.0,60.878450295811454,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
fg2yhsdVrkbEFatvsxihxP8GYhFQchsNLv96m3Bzsdq89qej49uUwPa24p8eGiLpN4aX2EEqHaKcGK2Qs28PJr3,2025-02-28 23:43:36,ACTIVITY_TOKEN_SWAP,7QyXr6dz3J7s3S8miB8C82SwaFverDMjyoXNezfvt1qG,83286.0,318.9825471886292,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
579DKStXD96XHA4dAQcqNR6RPUvAaUyV7pLRsVRzbM8CnxsL8eSqU3Jp2pA7rJLDVhDjzyBmAo2WxjxchKj2dNp2,2025-02-28 23:32:57,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.05007,7.1571539928000005,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
heipcV1eJTmRAzNzKchKhvBonGXDhGvmo4iYs9FshGVkNrYNCAdK8ni6AphXpn9Su57aq3qFZh7KXsTpsSq3x6v,2025-02-28 23:32:57,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.04992,7.153787482800001,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3mEV7myAaEAdUd3tnfK7GKChJ4ECNVQzqodGdwd58dbeidvugheZDn34aYvH7WqRP3XXdNGTXQSVg9GAfrbYthEK,2025-02-28 23:32:54,ACTIVITY_AGG_TOKEN_SWAP,EQyYgCnwwZxuh3SfnrFBEiFqDUUSfpqiDorf66eqdEcz,0.04981,7.131145543200001,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe"
2QhuV3XdL7USzph5DJmc8eLa67Ac1FhDdkzgLpZSZE8xXyUMwbJYnUS5NzmFgYmYheuLAKmbqMoBezgRUz31vrpy,2025-02-28 23:15:21,ACTIVITY_AGG_TOKEN_SWAP,Fr9LUTtMtfMpkcbYFW2r5EqYaES9PzRk9bphB3VtKnpn,0.020665726,2.9723738002699998,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
43CiKJUHkMofrS66bFWnRf3VV1VfV6SoinkHafm6JoXhHVttfMTdwFCvPBAaPu6dg4BwcJ6e2cmvW9EPG9VukEUR,2025-02-28 23:15:21,ACTIVITY_TOKEN_SWAP,gtagyESa99t49VmUqnnfsuowYnigSNKuYXdXWyXWNdd,1868.62529264,7.251289617274807,jitRZ9dgoP64jfcKkptKxzaXf4yy3EN4zPoN9TziheA,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
43CiKJUHkMofrS66bFWnRf3VV1VfV6SoinkHafm6JoXhHVttfMTdwFCvPBAaPu6dg4BwcJ6e2cmvW9EPG9VukEUR,2025-02-28 23:15:21,ACTIVITY_TOKEN_SWAP,gtagyESa99t49VmUqnnfsuowYnigSNKuYXdXWyXWNdd,0.045369836,6.501043800439999,jitRZ9dgoP64jfcKkptKxzaXf4yy3EN4zPoN9TziheA,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2BXPdWU1afrFiR4ZmqdWUsgiDYLUcVbiJzDN7jVmp5dse84ArsAE3x1HoBnFtEdSWJKAKkJYGYWnBGTaJ9ebonk1,2025-02-28 23:15:20,ACTIVITY_TOKEN_SWAP,7dGrdJRYtsNR8UYxZ3TnifXGjGc9eRYLq9sELwYpuuUu,24523.06635076,87.11374972363,King7ki4SKMBPb3iupnQwTyjsq294jaXsgLmJo8cb7T,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
