Signature,Time,Action,From,Amount,Value,Platform,Source
1ZvWA4Q7M9R5GTkEfwy4Lo8deiCih6oVwtr8QzST4hz7v9RnQmKcbnEGfEUpvATBbP61nWUuWiTf28G5Y3bLqn,2025-03-31 02:17:25,ACTIVITY_TOKEN_SWAP,F1hH9aFgHtSxHKtv6NnoVM3UC1a2jikVooYEvM5tYBek,0.1,12.458,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2H95J8CgN67GLoepYa2vYdXu9ZSZSBbmx8QGCwVaX42EYGUnz4H5vAKNJEyDTppAkjBHd1gnYZuiEPmwhdKFRJtz,2025-03-31 02:08:11,ACTIVITY_TOKEN_SWAP,F1hH9aFgHtSxHKtv6NnoVM3UC1a2jikVooYEvM5tYBek,0.039,4.88709,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
crSwhzMo2YHae3WBNbddVPn2j9GnANsU7f6bcZE3KSzrWVzqiNfKgQE5kkmVnCy3uiQ6Qp9iyxBeAwBN7j8GRjX,2025-03-31 01:35:37,ACTIVITY_TOKEN_SWAP,F1hH9aFgHtSxHKtv6NnoVM3UC1a2jikVooYEvM5tYBek,0.0021605,0.272806335,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
PxPQAFMcfcsKFDRsGaMaiCjBC4e1rPkNQGSQ34pb5iojCbdRZGRA8JcgdcyrKTcpaCZ3mr74nBy5zmMakkQFr2r,2025-03-31 01:00:39,ACTIVITY_TOKEN_SWAP,A32QKjoc58G3dUZfzuodx6vLEb9NVGXya8iMvhDu1u4m,0.036037144,4.52590491496,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4iCNcE2wLuRXjHNZKHy7kRqKPFEP87g2V7dTidbN5Wu46pd5EUcjPHz1fkvpRor5vibzgGvVtuuh2nNfjMNBtAEQ,2025-03-30 13:09:28,ACTIVITY_TOKEN_SWAP,DCAXdKKdc9ppxYQEqSwriQgWyQFqBBFf3QE6fKXvyBpn,0.040224794,5.05585435786,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2RPijLh3Qdo2cu11SAp7vrBMYaYnjtjTY6hrEo6FKZfo4VoGKJDhKsM7sghEgfdojohGrUCem9FJsgi6oTrdtVHa,2025-03-30 13:08:43,ACTIVITY_TOKEN_SWAP,DCAXdKKdc9ppxYQEqSwriQgWyQFqBBFf3QE6fKXvyBpn,0.040037028,5.0322540493200005,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4wktGQhtLYSRJbsUKHreLZBgecpEsrydqvH4yBVGp7zwBUgMyWsWH1omTboLXEPWrdTGkGq8Ay4KABerF5uZWbrW,2025-03-30 05:38:36,ACTIVITY_TOKEN_SWAP,H4dQmeJ72cKaXiBPv67g5YHpRV3j7HvRUhcPHQj16efU,0.008,1.0024,DF1ow3DqMj3HvTj8i8J9yM2hE9hCrLLXpdbaKZu4ZPnz,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
39K2umHiF9JCtZiCzmGktLJVJA6jwte9GXgJpfUBMGJgCWxBxfv96ieyMw3RUgni72x7nh7x8tjYDY2k3oaCAYeH,2025-03-30 04:49:16,ACTIVITY_TOKEN_SWAP,Gz68CKJL88ZHi9rgzStimKHyCXsqTzPKCaibuF8VmYpU,0.039925743,4.98313198383,DF1ow3DqMj3HvTj8i8J9yM2hE9hCrLLXpdbaKZu4ZPnz,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
tzj4SkugYKxZPBHKr8M9KUF2LBnHR6RWcGJfDS8CV8aE3q3PENXFwiq5TPr85155RtGokPx5LrF1p5zRB6vux29,2025-03-30 04:43:25,ACTIVITY_TOKEN_SWAP,Gz68CKJL88ZHi9rgzStimKHyCXsqTzPKCaibuF8VmYpU,0.005,0.6245,DF1ow3DqMj3HvTj8i8J9yM2hE9hCrLLXpdbaKZu4ZPnz,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
38ty7vugbHssrfDY3ScQ3aAXtEe2mbZC15pZhHuCB4SsFGjUje6GYyHanKwDC8iN8LaCx846rzcJN49n4vB5vun6,2025-03-30 04:41:08,ACTIVITY_TOKEN_SWAP,Gz68CKJL88ZHi9rgzStimKHyCXsqTzPKCaibuF8VmYpU,0.009597839,1.1987700911,DF1ow3DqMj3HvTj8i8J9yM2hE9hCrLLXpdbaKZu4ZPnz,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4p6PrxcDhccZnhK5uVwvfLzk8o8MQS97uGsRKzCTcJqCeF1ZP36to6aPTQhnUnto7Lm7PJ5dqfSKvrEBzaKqmYN5,2025-03-30 04:39:04,ACTIVITY_TOKEN_SWAP,Gz68CKJL88ZHi9rgzStimKHyCXsqTzPKCaibuF8VmYpU,0.007201393,0.8994539857000001,DF1ow3DqMj3HvTj8i8J9yM2hE9hCrLLXpdbaKZu4ZPnz,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
23MSuahoUzjb8CuLBW5xPpNzCHLD7ejUP2RiqZUSVbyPJHQj5M1KxwPqyR57rb64kpf9khyRtbyvQoVSdyTVgU1X,2025-03-30 04:16:28,ACTIVITY_TOKEN_SWAP,5xr8PEnpLuWZx3YqwyoiBseLeXkMyDn4wELw1cE14GHe,0.01,1.254,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
XZCw31SPgj4F51ARGnRyB415VGPMZFqghXhdapVenEaL3J4b255WPjn1uXzrXEekbNqd8Pt1pSUSMHjgd1TLj5g,2025-03-30 02:31:24,ACTIVITY_TOKEN_SWAP,AM7rXzpayFrExap8vySs4aQE72q2V5bg9Yye9gtXfU4h,0.000555197,0.06989375033,DF1ow3DqMj3HvTj8i8J9yM2hE9hCrLLXpdbaKZu4ZPnz,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4rovLCBq3ss7gPYFdaTGmvSHTEFADGAtf6WPABKcMXqs6QqEtfGecTr5JBPAQTMisxE8ELdymnhstMHLLJVWKWEg,2025-03-30 02:28:59,ACTIVITY_TOKEN_SWAP,AM7rXzpayFrExap8vySs4aQE72q2V5bg9Yye9gtXfU4h,0.0012,0.15106799999999998,DF1ow3DqMj3HvTj8i8J9yM2hE9hCrLLXpdbaKZu4ZPnz,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4apasc8SHWdAwRQ1E5TFa2JPEtAUMeKMUy6ZfdvvC3psEWeuKaNGv1ureNYAcWi8f4pRfAR1wrvzFxNQQ8CVuHSS,2025-03-30 00:33:32,ACTIVITY_TOKEN_SWAP,9oKJQKnRADTc9SiojmLDj5r1UqaQHNUBTexpYgeikNj,0.007909155,0.9951298820999999,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4AsfctA4YeE2CZCzcj4TgNZXL4LykqY6JR1JFBRcAMXq3etBcNf5VWF6cia7N7FynAVY2fwKHahzaRrkpATkR8jY,2025-03-29 14:30:58,ACTIVITY_TOKEN_SWAP,74kRFVbWGHAbta2dTWtfj3axU4mPMxrDUuwTMKSTMNma,0.0053,0.660539,DF1ow3DqMj3HvTj8i8J9yM2hE9hCrLLXpdbaKZu4ZPnz,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
HHqHZFS8FsbZkkLhtf27So4ViH73pwZZoDFaHk4L1jHjzx1RsLDKUQq5wxCsfB9XhHNS1Drpzac4Zbh7afoDj2c,2025-03-29 13:00:02,ACTIVITY_TOKEN_SWAP,AM7rXzpayFrExap8vySs4aQE72q2V5bg9Yye9gtXfU4h,0.01592168,1.991802168,DF1ow3DqMj3HvTj8i8J9yM2hE9hCrLLXpdbaKZu4ZPnz,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2HsjZs3cwHHpduunXG9HWd4xo7hs9G77C9g1AzoPpfXNwJgtb4YxkNReQpyDLiVPbMEnwducifMdEeYbig7AzwqP,2025-03-29 11:44:44,ACTIVITY_TOKEN_SWAP,AM7rXzpayFrExap8vySs4aQE72q2V5bg9Yye9gtXfU4h,24084.33329836,2.3851622408699997,DF1ow3DqMj3HvTj8i8J9yM2hE9hCrLLXpdbaKZu4ZPnz,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
DJK4m8qKXypsL8VrLCZuC1ZS2ZWpfj53WDhZ61EGShqY5c4vCR1jzykq1sBK79jkyj7fywh4XEgquHH54vxUmiA,2025-03-29 10:41:52,ACTIVITY_TOKEN_SWAP,AM7rXzpayFrExap8vySs4aQE72q2V5bg9Yye9gtXfU4h,0.01917644,2.4083690996,DF1ow3DqMj3HvTj8i8J9yM2hE9hCrLLXpdbaKZu4ZPnz,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2HFzTXU3xWXgaYsw2FojQHJhf6iXW9VvaAgU6xyRicdYHibcgARxJv73L5HPSjCXo2HhmB1b4yzoHmZxkvtDQ5oM,2025-03-29 08:58:24,ACTIVITY_TOKEN_ADD_LIQ,9NZk17WEsbaYwH16gxKYKkkubUZdkkvSW5LHvoHUCc54,7.093611151,3403.1494701146303,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4ehidSdTrXqPsEvjiLjJmQ3MNJCcnVegJVyTrco1d18Xn67g7LX64c7QEKMUmiLHxhBEH3uG4rw53HkU4gaAxgM2,2025-03-29 07:53:38,ACTIVITY_AGG_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,1000000.0,108.02137255146,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4EdHFJgWEcAVpfyiCEfr3kb9UZXy3yZVggQ3Na4gSwMjUsSZNi3i5bcuWfeA4ADjthodubMgeqkKcQ4iNqgMaN93,2025-03-29 07:53:05,ACTIVITY_AGG_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,1000000.0,128.46615789905002,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3zh93X5Fjofs2R7CeUbCPAjrCFx1feKN9ryZAU6UVdXBQ1W9hMqB28bjFg4qzqyF6yfayDyBBqvbwqUjBv4SAqd,2025-03-29 07:52:42,ACTIVITY_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,1000000.0,155.32188823149002,DF1ow3DqMj3HvTj8i8J9yM2hE9hCrLLXpdbaKZu4ZPnz,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
39SEGCp7FG4RqoyZZbhbJ6bMcHE9vMWyFZEXCLYFoSDYwvDXPD5QVf6xLETUAKr5U1UjqKKqtGamaXR2ddms3GJe,2025-03-29 07:52:26,ACTIVITY_AGG_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,1000000.0,191.58183824775,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4zUTcZdXtM2hqs1Dho9RjPLWkDCx4RphCi2nahAHymhcs7BHZ9RdKndLF5UL56cDd5A4VTY3fqgMoaMKHt1iL1D6,2025-03-29 07:51:55,ACTIVITY_AGG_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,1000000.0,242.21709591708998,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3mcWgcwnLpSsViJZrouNycz11PsJQAAoFEhcKy2bUN17BEZWskbZxP9NgdKsnXgVhnau2x8cEMrdvxM6Kwt1atnX,2025-03-29 07:51:35,ACTIVITY_AGG_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,1000000.0,315.98357337423005,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4SabwSjfgL984JSJrFLUZ1hkJNqJQsBNcm5SiKLbAQeDRPPi8YECRf5N7nw3n4abAyGs4jc7sQFvStiMdJqdMceY,2025-03-27 17:31:03,ACTIVITY_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,329008.90265173,137.74,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2VeioKgc9Hi18PeT8UDE72jjwn4H3mLq6K5s4hgcVxXL5GvEWxJ9nojyJGmBiiHCD1X79Xs31NziTGTBxfykxWWS,2025-03-27 17:10:33,ACTIVITY_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,1.0,138.09,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2GEzZ3GqffZmkzy7Hto9xybVP9N7nniHfYs9kN4LGL437ap3mfJpVE65pCfuSYmDsWjwYi68CHek88jZ4uMmJ51K,2025-03-27 17:01:49,ACTIVITY_TOKEN_ADD_LIQ,9NZk17WEsbaYwH16gxKYKkkubUZdkkvSW5LHvoHUCc54,16.363105651,6629.976394207355,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3SBvCU9hmkoHbziofUYu9hYDst5wS3vvabFjbAauXxmbp7fsmZwBm4RRBy4yw8NbU91jP48XX1mbzq6tDMiBFqXC,2025-03-27 16:58:36,ACTIVITY_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,100000.0,44.92023442031,DF1ow3DqMj3HvTj8i8J9yM2hE9hCrLLXpdbaKZu4ZPnz,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2ResWG6FJnmnBni7eb6q1vZkmYA445XHnfzee3ZK3TfW1JneTFtNx4yQ1cPCeF1z1oErtoDNrVpeArqBeYv9AMTF,2025-03-27 16:57:17,ACTIVITY_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,100000.0,57.76175849537999,DF1ow3DqMj3HvTj8i8J9yM2hE9hCrLLXpdbaKZu4ZPnz,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2ZvAbMvwanSxRVhfyzbZyABW1BpXXr9K9PWcssUtz66dYSGxvYndwFhCFptJNGP8KyNdgT6BR1tYhNtqrSPbZKNT,2025-03-27 16:56:48,ACTIVITY_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,100000.0,77.02823043885,DF1ow3DqMj3HvTj8i8J9yM2hE9hCrLLXpdbaKZu4ZPnz,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2wt8TimHT793eYZyXYuBGEfqNHSXSSHz66GCmr8sB5mWSRjWTBUyKrtz8no8X2s7UkD9cbNxJYjD7jMRtHgYGnxF,2025-03-11 13:20:08,ACTIVITY_AGG_TOKEN_SWAP,9kYfXQafaxkMGx2YprrU3N6ByTnxf4NhFmcaosXm6bwu,4.244223,4.244223,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"swapNyd8XiQwJ6ianp9snpu4brUqFxadzvHebnAXjJZ, 2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c, CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK"
o6kRRWEFnQwvTCaJ4sspCLhXPFQDrgoiAWV8k1gxYQHjQ3rCwicqrfTqpJseXkxoc2wZnmHhYY2unU7CjkqpRGB,2025-03-11 13:18:43,ACTIVITY_TOKEN_SWAP,9kYfXQafaxkMGx2YprrU3N6ByTnxf4NhFmcaosXm6bwu,0.033374891,4.247956126479999,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3bEG9jsaoKcbCPo6b8QNN5Tvp8nTRD5KRx5oatFBpX4f6zZHWxpByPCPz7xVYiwGTjsK43qcasamKJEmrB6akGP8,2025-03-11 13:15:28,ACTIVITY_AGG_TOKEN_SWAP,9kYfXQafaxkMGx2YprrU3N6ByTnxf4NhFmcaosXm6bwu,4.9575,4.9575,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y, CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK"
2JhZ2LmmTcdfrGDsrUhJ328yqSet6XvoCopQNvb8bQ4v1DTLhSeAL7VjgNt5KtC9kYdZtzYLV3LgTM5Wwi812ou5,2025-03-09 11:10:41,ACTIVITY_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,50000.0,42.507107518000005,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
5Ykbpd1gJ1ztyZfD99FsNLAWEPQ7sQB3j5yQMreEQ94rTLc5WGQnChwzmosu1n6mZp4N8bswaYMkGufydGfQxtUq,2025-03-07 21:37:55,ACTIVITY_TOKEN_SWAP,7LqZQSTBha6jMWDEjk3qamwg5fJt3fRHTQP111NPtwWS,0.33711,46.892001,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
49LYBriNS6YZx2LU71vpLxJC65ndWumF2yZGucNDz8eWeFD6N5MysGV5oi437GVatDyKPgG8GnFs8cw7Wruc5XT,2025-03-07 08:30:58,ACTIVITY_AGG_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,100000.0,104.641938,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y"
23oQJ7ZW7ZYsMfBTXhtaC2e7uJfagUP122BHtB66LKkCejdCUCeNkDLcFd17pL86UzJANFq1a1xBRDHhrRHRa1yq,2025-03-07 08:30:41,ACTIVITY_AGG_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,100000.0,154.36688,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, 2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c"
6YCfCdXQswnbZSzFbdodvAy2LG8d7vk9u5UWHhKtTTo11uckehfYqgU6jDFifKAwTSbTpXyqRynfbFfZnV1PNyv,2025-03-07 04:52:25,ACTIVITY_TOKEN_SWAP,8cXc5R3kSom122y5PnHn9QqMCVZ5s2HaXQ2bDUSEZiJK,4440.65099847,8.592665246040001,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2tUVEFg6bFwcuZXVyt6DCwRknLmfXEyTkK2RtL3FwdNBTgCi2dmw6KzfDBPErFjauSMe2Luc3f4zsLEqad5weaAv,2025-03-07 04:39:50,ACTIVITY_TOKEN_SWAP,7QyXr6dz3J7s3S8miB8C82SwaFverDMjyoXNezfvt1qG,1.872722817,267.66827223381,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3LUuTzDrSh8rHpvbEceNWpJmkLtqM5GawSRkBRB9xD5X6419FjNMku1C1yjYC4eLhX9G6iyXaHdF45DXQApSWgFi,2025-03-07 04:38:23,ACTIVITY_TOKEN_SWAP,7QyXr6dz3J7s3S8miB8C82SwaFverDMjyoXNezfvt1qG,0.22793444,32.5786695092,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
523sa9ztfEVcz78ksFxhrWrN5aVoLQoJFcUeSdkveF49cwLvzjWXG5ptgae79Tivj6cBp1p3c3CnDdWmdsr4zoi9,2025-03-07 01:28:56,ACTIVITY_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,100000.0,93.20068502661,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
5L9gcJfaMEi2SgpTT2RehLmuxhJH8YYgGHqG4bdRLh87PskkNAvse2aKW18siQABWa8bdf6x4iyZBMxpnLM7Kvap,2025-03-07 01:27:23,ACTIVITY_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,200000.0,343.89687476467,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2iZKRnMsq4nhqWbAftniRK417zdeiHfS2J5P4GSNk2BuAkHLRzRAE3Md9bSS3b8FSrHYLwq2QBTvVfAZaHbQiZ51,2025-03-07 01:26:41,ACTIVITY_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,1.45,210.2935,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4DheGGp4nyWRiJpmJppvNqXf6q44Yogp9631LJejJYPFwTJP4Jwkb6UQ3VKiP1VJeFtAHjvi2JaTpVQGx2aPcdDC,2025-03-07 01:18:53,ACTIVITY_TOKEN_SWAP,7QyXr6dz3J7s3S8miB8C82SwaFverDMjyoXNezfvt1qG,0.235087934,34.075996033299994,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4BntfQ4znywx9wrMYgZyrtcL15E98rkxupMeJ5rjngTB5JfRYGs3jqNB68r38HtrbchVxyn6pFx8GzVHBCvyJJtC,2025-03-07 01:16:25,ACTIVITY_TOKEN_SWAP,CteoUyryWiFkrinkEGxgReKf7jmgWKjTNjENHLeRitKb,0.476341555,69.04570839725,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2vKxSG1NQ9NCiqjG9UKbT3x3CZS6LxLjTWZexymMhaVWdta1WHMad29o3gEGkjjEogy95Pti9df4adzNjDHoufHA,2025-03-07 01:16:11,ACTIVITY_TOKEN_SWAP,7QyXr6dz3J7s3S8miB8C82SwaFverDMjyoXNezfvt1qG,0.256952587,37.24527748565,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2zJyfcjbjjq2hdfGHUw9J8w1ngp4iDTHZnVVrihRyZqiv2nY7obctEJ22cUd9jTBDJemvKpACbzBecjT5uFKN3Rg,2025-03-07 01:13:41,ACTIVITY_TOKEN_SWAP,CteoUyryWiFkrinkEGxgReKf7jmgWKjTNjENHLeRitKb,0.265985736,38.44025856672,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
28RpDQT9YmY8KCGQopb871dkWEPndugA7wGMm3ikjCtfAhVZaGahTAnhXk3z3BgzVQnkrFxwk5YbNmJTDTUXZ9Rx,2025-03-07 01:08:12,ACTIVITY_TOKEN_SWAP,7QyXr6dz3J7s3S8miB8C82SwaFverDMjyoXNezfvt1qG,0.276643292,39.88642984056,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
5sVZBkR7gnPWZ2to86NYo1RxFMPAwGf1o9frZLHDNbxLqfNpqLJAZuZQN9NtnJ6yv8G86vxDVR9a9jPX8KyLceAb,2025-03-07 00:53:27,ACTIVITY_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,100000.0,95.29358568252002,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
5h4jesLpZKP2Fj8fnYgMNFe278Rrm7ZfcZ4yjiB1fR9kZrYE6Fb59oKyxAxwRVL6YH1TV7yLPxBgEwWyEqvguS6z,2025-03-07 00:52:33,ACTIVITY_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,20000.0,23.411289730500002,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
49LFkvkp32FUK823a2T3ogRGuL9b9n4UNGh4nNkTuUMF2aZMXmCNNZGo4PdpgmAWqkvDb5zou8umxbtpE7VrdXMS,2025-03-07 00:51:53,ACTIVITY_TOKEN_SWAP,Gbk7a9Pu5sunSELzWkqZru6SDzoUCqXWs32X3r8HqCUF,20000.0,25.264009581180005,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
